soil_type,nitrogen,phosphorus,potassium,organic_carbon,pH,recommended_crop,recommended_fertilizer
Red,27.46,17.94,162.22,0.85,6.46,Maize,Gypsum + SSP
Black,20.53,12.36,328.04,1.85,8.14,Soybean,NPK 20:20:0
Alluvial,86.12,27.92,157.7,1.06,7.58,Sugarcane,Urea + DAP
Black,25.38,22.7,296.22,1.48,8.07,Soybean,NPK 20:20:0
Red,61.68,15.04,138.92,0.84,5.95,Groundnut,Gypsum + SSP
Alluvial,80.94,25.66,164.51,0.9,6.6,Maize,Urea + MOP
Red,34.24,13.49,136.87,0.82,5.9,Maize,Gypsum + SSP
Alluvial,88.23,28.18,154.3,1.02,6.9,Rice,Urea + MOP
Black,21.47,13.14,331.53,1.69,7.99,Cotton,Potash + Urea
Black,24.85,21.93,333.48,1.64,8.35,Soybean,NPK 20:20:0
Black,43.6,18.53,314.6,1.19,7.8,Soybean,Potash + Urea
Laterite,32.71,4.32,124.02,0.61,4.78,Cashew,Organic Compost
Red,41.93,18.26,162.32,0.61,5.97,Millets,SSP + Urea
Black,42.98,23.2,244.51,1.24,7.49,Cotton,NPK 20:20:0
Laterite,18.49,11.67,126.88,0.71,4.54,Cashew,Organic Mix
Alluvial,84.95,32.33,201.02,1.36,6.6,Wheat,NPK 10:26:26
Alluvial,88.98,19.89,151.02,1.11,6.73,Wheat,Urea + MOP
Black,36.91,11.99,294.61,2.0,8.39,Soybean,Potash + Urea
Laterite,32.86,6.32,134.36,0.64,5.58,Rubber,Organic Mix
Black,31.81,12.92,275.49,1.82,7.84,Pulses,Potash + Urea
Laterite,33.7,5.3,118.77,0.41,5.62,Cashew,Organic Compost
Black,28.51,22.8,245.04,1.87,7.68,Cotton,NPK 20:20:0
Alluvial,84.15,26.08,187.42,0.97,6.64,Wheat,Urea + MOP
Laterite,13.6,8.77,107.84,0.6,5.88,Cashew,Organic Mix
Black,25.07,17.4,317.36,1.45,8.41,Pulses,Potash + Urea
Laterite,29.96,5.32,97.96,0.37,5.17,Rubber,Organic Mix
Alluvial,88.24,21.85,170.9,0.82,7.34,Maize,NPK 10:26:26
Red,41.33,13.4,126.32,0.92,6.23,Maize,SSP + Urea
Red,45.11,10.37,167.77,0.89,6.19,Maize,SSP + Urea
Alluvial,71.72,28.81,214.03,1.11,7.38,Sugarcane,Urea + DAP
Black,20.21,19.04,321.38,1.53,7.52,Pulses,Potash + Urea
Black,45.28,21.12,244.78,1.66,8.35,Cotton,Potash + Urea
Alluvial,78.69,25.01,199.86,0.96,7.12,Sugarcane,Urea + MOP
Red,39.57,17.89,169.73,0.43,6.2,Maize,Gypsum + SSP
Laterite,33.7,8.4,101.15,0.44,4.71,Cashew,Organic Compost
Black,30.53,23.96,248.08,1.13,7.96,Pulses,Potash + Urea
Alluvial,75.51,24.81,216.25,0.91,6.67,Wheat,Urea + MOP
Black,41.35,17.14,275.95,1.76,8.09,Pulses,Potash + Urea
Red,54.96,7.9,133.74,0.74,5.64,Maize,Gypsum + SSP
Red,37.4,9.62,118.51,0.67,6.06,Groundnut,Gypsum + SSP
Red,56.31,13.64,137.35,0.85,5.58,Maize,SSP + Urea
Alluvial,88.41,38.91,173.31,1.37,6.98,Rice,NPK 10:26:26
Alluvial,54.55,27.35,175.77,0.8,6.77,Maize,NPK 10:26:26
Alluvial,70.34,21.3,207.59,0.97,6.86,Maize,Urea + MOP
Alluvial,55.99,36.13,213.76,1.31,7.17,Sugarcane,Urea + MOP
Alluvial,84.54,28.72,174.07,1.13,6.84,Sugarcane,NPK 10:26:26
Alluvial,68.67,31.61,214.61,0.84,7.49,Wheat,Urea + MOP
Black,28.74,9.4,278.46,2.05,7.69,Pulses,NPK 20:20:0
Laterite,18.63,6.44,88.95,0.44,5.22,Tea,Organic Mix
Alluvial,70.51,19.95,195.55,1.4,6.76,Wheat,NPK 10:26:26
Black,27.51,17.8,321.96,1.82,7.08,Cotton,Potash + Urea
Alluvial,54.66,22.07,171.76,1.28,7.31,Sugarcane,Urea + DAP
Black,37.39,9.35,276.4,1.08,7.93,Pulses,NPK 20:20:0
Black,35.53,24.04,266.81,1.58,8.67,Soybean,NPK 20:20:0
Alluvial,80.61,35.17,167.55,1.19,7.07,Rice,Urea + DAP
Black,22.66,17.79,324.8,1.95,8.2,Cotton,NPK 20:20:0
Alluvial,74.66,21.97,197.13,1.09,6.93,Sugarcane,NPK 10:26:26
Laterite,10.52,7.26,116.05,0.56,4.75,Cashew,Organic Mix
Red,33.01,10.87,159.21,0.84,5.76,Millets,SSP + Urea
Black,32.92,11.52,313.09,1.63,7.41,Cotton,Potash + Urea
Laterite,32.31,8.37,130.19,0.33,5.79,Rubber,Organic Mix
Alluvial,67.56,30.66,188.55,1.35,7.47,Maize,Urea + DAP
Red,34.57,17.79,134.26,0.67,6.09,Millets,Gypsum + SSP
Laterite,14.08,7.0,84.88,0.58,4.76,Tea,Organic Mix
Red,44.89,9.67,137.2,0.66,6.27,Millets,Gypsum + SSP
Black,24.05,18.33,335.61,1.47,7.98,Soybean,Potash + Urea
Laterite,23.18,5.27,117.32,0.6,5.12,Cashew,Organic Compost
Black,41.89,16.55,330.55,2.11,7.87,Soybean,Potash + Urea
Alluvial,86.13,28.28,172.18,0.98,7.05,Rice,NPK 10:26:26
Laterite,15.56,8.81,109.76,0.5,5.24,Cashew,Organic Compost
Red,33.59,16.3,114.11,0.75,5.88,Millets,Gypsum + SSP
Red,52.37,18.85,126.51,0.61,6.44,Groundnut,SSP + Urea
Laterite,30.28,9.31,102.87,0.7,4.58,Rubber,Organic Mix
Red,52.98,12.58,150.81,0.54,5.61,Groundnut,Gypsum + SSP
Alluvial,73.75,29.38,172.21,0.75,7.35,Rice,Urea + MOP
Alluvial,68.95,34.08,171.9,0.86,7.43,Wheat,NPK 10:26:26
Black,18.95,17.78,288.65,1.15,7.39,Soybean,NPK 20:20:0
Alluvial,78.55,26.35,150.7,1.21,6.59,Maize,NPK 10:26:26
Red,42.38,12.85,129.53,0.68,5.8,Maize,Gypsum + SSP
Laterite,12.55,6.24,108.58,0.66,5.99,Tea,Organic Mix
Alluvial,77.68,28.36,194.87,1.34,7.32,Maize,NPK 10:26:26
Laterite,26.78,6.24,102.89,0.35,4.58,Cashew,Organic Mix
Laterite,27.43,12.56,124.17,0.51,4.69,Rubber,Organic Compost
Laterite,27.43,7.87,107.87,0.39,5.05,Rubber,Organic Compost
Laterite,9.96,7.62,91.41,0.55,4.54,Rubber,Organic Compost
Red,45.55,10.8,141.94,0.63,5.71,Groundnut,Gypsum + SSP
Red,28.61,7.24,137.57,0.68,6.08,Maize,SSP + Urea
Laterite,23.42,10.46,84.54,0.3,5.22,Cashew,Organic Mix
Laterite,14.09,9.1,126.53,0.45,5.13,Cashew,Organic Mix
Black,32.49,17.76,289.98,1.89,7.44,Pulses,Potash + Urea
Alluvial,75.32,37.93,169.31,1.05,7.3,Wheat,Urea + DAP
Laterite,31.57,10.27,120.56,0.37,5.18,Tea,Organic Compost
Laterite,16.96,8.76,131.19,0.34,5.16,Cashew,Organic Compost
Laterite,33.02,9.2,80.47,0.46,5.37,Tea,Organic Mix
Red,25.64,12.59,165.61,0.52,5.69,Millets,Gypsum + SSP
Red,42.42,16.88,117.36,0.59,5.96,Groundnut,SSP + Urea
Black,29.86,25.0,315.09,1.35,8.32,Pulses,NPK 20:20:0
Black,20.03,11.46,296.25,1.75,8.16,Cotton,Potash + Urea
Laterite,23.02,10.63,121.31,0.61,4.78,Cashew,Organic Mix
Red,35.41,11.25,141.78,0.7,6.5,Maize,SSP + Urea
Laterite,12.42,7.25,92.01,0.63,5.68,Rubber,Organic Mix
Black,21.49,9.99,297.43,1.62,8.62,Pulses,NPK 20:20:0
Red,57.28,13.85,158.4,0.47,5.99,Maize,SSP + Urea
Black,38.03,17.35,251.3,1.3,8.34,Soybean,NPK 20:20:0
Red,51.94,11.89,150.01,0.46,6.19,Maize,SSP + Urea
Laterite,13.67,11.17,118.1,0.39,4.96,Tea,Organic Mix
Red,48.38,13.37,105.86,0.46,6.38,Groundnut,SSP + Urea
Red,51.87,14.58,123.06,0.89,5.65,Millets,SSP + Urea
Black,30.02,21.78,301.65,1.28,8.24,Pulses,Potash + Urea
Laterite,18.99,8.86,119.04,0.38,5.75,Tea,Organic Mix
Red,25.93,8.93,171.52,0.87,6.3,Maize,SSP + Urea
Red,52.07,9.05,134.27,0.62,6.13,Millets,SSP + Urea
Alluvial,54.26,38.92,202.76,0.77,6.92,Rice,NPK 10:26:26
Red,35.06,14.05,137.21,0.44,5.69,Groundnut,SSP + Urea
Red,27.83,13.19,146.77,0.62,5.76,Millets,Gypsum + SSP
Black,30.28,16.0,281.74,2.16,7.08,Soybean,Potash + Urea
Red,55.58,13.81,108.74,0.58,6.29,Groundnut,Gypsum + SSP
Laterite,29.44,5.06,114.87,0.39,4.95,Rubber,Organic Mix
Laterite,28.87,8.01,126.5,0.31,5.62,Tea,Organic Mix
Laterite,30.76,6.93,108.53,0.55,5.37,Tea,Organic Compost
Laterite,30.8,12.85,88.88,0.49,5.12,Tea,Organic Mix
Alluvial,60.33,36.53,183.05,1.27,6.85,Wheat,Urea + DAP
Red,40.74,14.18,166.85,0.43,6.01,Millets,Gypsum + SSP
Laterite,13.67,4.72,116.85,0.71,5.66,Tea,Organic Compost
Red,57.11,10.29,162.53,0.73,6.12,Groundnut,Gypsum + SSP
Red,27.64,9.73,155.23,1.0,6.16,Maize,SSP + Urea
Alluvial,73.19,37.27,174.62,1.08,7.4,Wheat,NPK 10:26:26
Red,57.93,11.64,115.55,0.92,6.37,Maize,Gypsum + SSP
Black,26.35,22.7,327.1,2.18,7.45,Cotton,Potash + Urea
Alluvial,83.72,33.59,162.12,1.04,6.9,Wheat,Urea + MOP
Black,33.76,9.99,255.65,1.69,7.78,Pulses,Potash + Urea
Black,37.14,26.21,327.39,2.11,7.74,Cotton,NPK 20:20:0
Red,53.39,18.41,150.99,0.41,5.76,Groundnut,Gypsum + SSP
Laterite,27.31,7.4,75.3,0.59,4.69,Rubber,Organic Compost
Black,35.11,21.94,292.29,1.75,7.76,Pulses,NPK 20:20:0
Black,31.01,20.45,340.12,1.07,7.81,Pulses,NPK 20:20:0
Alluvial,78.15,31.4,200.38,1.14,7.16,Rice,Urea + MOP
Alluvial,57.47,32.53,200.41,1.09,6.54,Sugarcane,Urea + DAP
Laterite,35.17,6.95,101.31,0.4,5.74,Rubber,Organic Compost
Black,26.47,15.68,251.37,2.19,7.74,Pulses,NPK 20:20:0
Red,35.76,8.22,129.55,0.73,6.43,Groundnut,Gypsum + SSP
Red,32.81,7.5,115.11,0.75,6.4,Groundnut,SSP + Urea
Red,32.27,11.54,142.93,0.55,6.5,Millets,SSP + Urea
Red,53.87,9.56,166.6,0.72,6.08,Groundnut,SSP + Urea
Laterite,12.67,10.38,112.21,0.64,4.91,Rubber,Organic Mix
Red,42.81,10.81,158.48,0.54,6.12,Groundnut,SSP + Urea
Laterite,18.74,8.04,99.06,0.46,5.09,Rubber,Organic Mix
Alluvial,70.46,37.78,183.32,1.25,7.41,Sugarcane,NPK 10:26:26
Black,39.02,14.5,305.5,1.15,7.71,Soybean,Potash + Urea
Black,39.03,12.94,261.49,1.44,7.22,Cotton,NPK 20:20:0
Red,35.22,17.77,141.27,0.5,6.24,Groundnut,SSP + Urea
Laterite,24.88,6.47,87.89,0.27,4.42,Tea,Organic Compost
Laterite,12.52,9.58,106.25,0.52,4.96,Tea,Organic Mix
Black,32.53,11.18,270.53,1.04,7.67,Cotton,NPK 20:20:0
Red,32.73,17.03,135.52,0.78,5.58,Groundnut,Gypsum + SSP
Alluvial,58.2,26.77,180.39,1.05,7.3,Sugarcane,Urea + MOP
Red,47.18,14.38,141.28,0.52,6.11,Maize,SSP + Urea
Red,51.83,13.18,112.37,0.52,6.21,Millets,Gypsum + SSP
Laterite,28.16,8.82,90.07,0.34,4.74,Rubber,Organic Mix
Black,25.4,19.14,302.35,1.38,7.74,Soybean,Potash + Urea
Red,31.23,14.22,168.74,0.48,5.5,Groundnut,SSP + Urea
Alluvial,84.17,38.44,143.93,1.29,6.51,Rice,Urea + MOP
Laterite,23.75,5.73,121.69,0.61,5.2,Cashew,Organic Compost
Black,25.7,11.46,321.74,1.76,7.76,Soybean,NPK 20:20:0
Black,23.09,19.57,251.94,1.13,7.92,Soybean,NPK 20:20:0
Red,32.76,11.55,145.65,0.61,5.66,Groundnut,SSP + Urea
Alluvial,80.75,28.13,161.24,1.35,7.08,Maize,NPK 10:26:26
Black,19.02,18.32,308.35,1.23,7.6,Soybean,Potash + Urea
Black,20.36,10.54,260.65,1.54,7.38,Pulses,NPK 20:20:0
Red,28.13,16.62,148.63,0.88,5.91,Groundnut,Gypsum + SSP
Red,52.89,14.87,164.96,0.75,6.17,Maize,SSP + Urea
Black,38.99,10.32,335.31,1.84,7.81,Cotton,NPK 20:20:0
Red,29.34,15.07,142.15,0.82,5.82,Millets,Gypsum + SSP
Black,32.15,9.67,279.62,1.54,8.45,Soybean,NPK 20:20:0
Laterite,33.65,7.5,91.77,0.58,4.71,Cashew,Organic Mix
Black,23.28,26.49,235.3,2.13,8.23,Pulses,Potash + Urea
Black,23.14,14.4,282.98,1.86,7.26,Pulses,Potash + Urea
Red,29.43,11.01,111.7,0.64,5.38,Groundnut,SSP + Urea
Red,41.42,9.92,147.12,0.82,6.09,Maize,SSP + Urea
Laterite,27.2,6.82,80.97,0.5,5.15,Rubber,Organic Mix
Alluvial,75.29,26.56,210.23,0.89,6.9,Rice,Urea + DAP
Laterite,30.67,10.34,96.07,0.38,5.28,Tea,Organic Compost
Red,45.12,10.43,146.15,0.69,5.64,Millets,Gypsum + SSP
Laterite,14.69,10.54,111.75,0.28,5.87,Tea,Organic Compost
Laterite,36.5,6.31,111.14,0.7,5.73,Cashew,Organic Compost
Red,48.59,17.86,115.47,0.72,5.89,Groundnut,SSP + Urea
Alluvial,83.51,25.04,198.93,1.28,6.81,Sugarcane,Urea + MOP
Laterite,11.78,8.14,98.13,0.55,4.86,Cashew,Organic Mix
Laterite,29.1,10.26,121.6,0.38,5.21,Tea,Organic Mix
Alluvial,78.1,29.96,163.22,1.23,7.05,Maize,Urea + MOP
Alluvial,78.13,24.23,154.96,0.96,7.53,Rice,Urea + DAP
Red,58.19,8.78,137.92,0.81,5.62,Groundnut,Gypsum + SSP
Laterite,10.5,10.1,104.15,0.52,4.57,Tea,Organic Mix
Alluvial,74.5,22.45,151.21,0.76,6.87,Sugarcane,Urea + DAP
Alluvial,54.64,30.65,188.98,0.91,7.1,Maize,NPK 10:26:26
Laterite,33.41,9.06,120.24,0.41,5.11,Cashew,Organic Compost
Laterite,25.95,13.04,74.76,0.62,4.8,Tea,Organic Compost
Laterite,9.04,11.0,119.3,0.37,5.37,Tea,Organic Compost
Black,37.77,25.2,309.53,2.12,8.2,Cotton,Potash + Urea
Black,45.06,24.48,287.79,1.44,7.3,Soybean,NPK 20:20:0
Black,23.96,19.0,249.15,1.55,8.55,Soybean,NPK 20:20:0
Alluvial,83.89,23.06,212.65,0.92,6.98,Maize,Urea + DAP
Black,43.68,25.78,301.9,1.06,6.97,Cotton,NPK 20:20:0
Alluvial,69.09,25.18,151.8,0.97,6.78,Rice,Urea + DAP
Red,26.2,7.06,132.93,0.62,5.59,Millets,Gypsum + SSP
Alluvial,57.96,33.09,169.9,1.11,7.11,Maize,Urea + MOP
Red,56.85,12.67,126.52,0.95,5.54,Groundnut,SSP + Urea
Alluvial,75.94,19.34,169.95,1.07,7.27,Maize,NPK 10:26:26
Red,58.73,13.88,159.25,0.44,5.82,Millets,Gypsum + SSP
Red,36.35,11.44,157.5,0.42,5.59,Maize,Gypsum + SSP
Black,23.12,9.71,277.27,1.81,7.97,Soybean,Potash + Urea
Black,44.39,18.83,291.58,1.29,7.12,Pulses,Potash + Urea
Laterite,33.11,9.26,107.7,0.7,5.78,Rubber,Organic Mix
Red,55.81,15.67,131.16,0.71,6.3,Maize,Gypsum + SSP
Black,34.8,20.71,308.03,1.61,7.1,Pulses,Potash + Urea
Laterite,28.8,6.62,109.67,0.5,5.62,Cashew,Organic Mix
Red,43.19,12.46,126.41,0.88,6.42,Millets,SSP + Urea
Laterite,14.45,12.67,121.81,0.44,5.25,Rubber,Organic Compost
Black,23.03,15.0,256.69,1.99,7.25,Pulses,Potash + Urea
Black,22.01,10.9,302.22,1.51,6.94,Soybean,Potash + Urea
Black,32.21,15.81,331.14,1.74,7.08,Cotton,NPK 20:20:0
Laterite,25.68,10.14,124.65,0.54,4.59,Tea,Organic Compost
Laterite,15.07,10.78,89.36,0.65,5.69,Cashew,Organic Mix
Laterite,27.55,12.05,111.68,0.71,4.94,Cashew,Organic Mix
Alluvial,70.91,37.57,175.7,1.17,6.49,Maize,Urea + MOP
Red,36.78,11.29,155.81,0.83,5.86,Maize,SSP + Urea
Laterite,15.3,8.21,103.36,0.55,4.59,Tea,Organic Mix
Laterite,27.66,10.26,124.32,0.49,5.04,Rubber,Organic Compost
Black,41.73,23.06,332.82,1.23,8.09,Cotton,Potash + Urea
Alluvial,85.73,33.27,159.74,1.1,7.24,Sugarcane,Urea + DAP
Alluvial,56.59,33.84,180.76,0.89,6.68,Sugarcane,Urea + MOP
Laterite,18.72,6.25,125.12,0.84,5.3,Cashew,Organic Mix
Black,19.27,21.05,290.43,1.72,7.17,Pulses,NPK 20:20:0
Alluvial,87.29,23.01,207.86,1.33,7.02,Rice,NPK 10:26:26
Black,42.01,18.73,303.54,1.81,8.19,Soybean,NPK 20:20:0
Laterite,23.87,11.6,97.91,0.57,5.41,Rubber,Organic Mix
Laterite,21.08,9.27,104.39,0.54,4.69,Tea,Organic Mix
Red,40.09,14.91,151.59,0.75,6.59,Groundnut,SSP + Urea
Alluvial,81.15,23.36,152.91,1.04,7.33,Rice,Urea + MOP
Black,25.21,16.73,290.17,1.38,7.39,Pulses,Potash + Urea
Red,57.99,12.94,148.96,0.57,6.18,Maize,Gypsum + SSP
Alluvial,85.17,30.85,151.35,0.98,7.32,Maize,NPK 10:26:26
Laterite,32.15,8.92,90.37,0.47,4.56,Cashew,Organic Compost
Laterite,13.78,11.56,128.16,0.5,5.11,Tea,Organic Compost
Black,31.74,14.38,255.86,1.62,7.83,Soybean,Potash + Urea
Black,42.71,9.46,303.27,1.98,7.94,Pulses,NPK 20:20:0
Red,41.9,11.88,119.16,0.31,5.56,Millets,SSP + Urea
Black,45.62,21.31,327.46,1.27,7.63,Cotton,Potash + Urea
Red,39.27,8.03,160.68,0.78,5.68,Maize,Gypsum + SSP
Red,54.26,14.21,127.38,0.73,5.88,Maize,Gypsum + SSP
Red,60.97,11.55,123.58,0.43,6.14,Groundnut,SSP + Urea
Laterite,26.97,5.73,98.75,0.43,4.65,Tea,Organic Mix
Laterite,27.01,10.06,126.71,0.64,4.73,Cashew,Organic Compost
Alluvial,58.89,36.49,199.9,0.85,7.39,Wheat,Urea + DAP
Laterite,15.84,13.3,108.33,0.59,4.8,Tea,Organic Compost
Black,37.11,15.23,346.48,1.94,7.14,Soybean,NPK 20:20:0
Laterite,22.73,11.32,99.95,0.52,5.44,Rubber,Organic Mix
Red,54.37,13.23,124.07,0.84,6.08,Groundnut,SSP + Urea
Black,18.03,13.49,296.76,1.49,8.01,Soybean,Potash + Urea
Alluvial,78.82,37.72,210.13,0.97,6.52,Maize,NPK 10:26:26
Alluvial,67.75,37.22,163.17,0.89,7.09,Rice,Urea + DAP
Black,35.99,11.27,317.6,1.04,7.92,Cotton,NPK 20:20:0
Laterite,20.17,5.34,108.99,0.57,5.04,Tea,Organic Compost
Black,26.71,20.08,283.65,1.56,8.07,Cotton,Potash + Urea
Alluvial,79.27,30.93,206.81,1.2,6.76,Rice,NPK 10:26:26
Laterite,23.94,6.31,81.24,0.32,5.26,Cashew,Organic Compost
Black,44.37,23.44,243.49,1.84,7.63,Soybean,Potash + Urea
Red,41.01,10.67,114.15,0.9,6.32,Maize,Gypsum + SSP
Laterite,9.44,7.18,129.38,0.57,5.63,Cashew,Organic Compost
Red,42.35,9.06,162.17,0.62,5.89,Maize,Gypsum + SSP
Laterite,25.65,9.33,97.65,0.39,5.92,Rubber,Organic Mix
Red,41.57,13.22,171.62,0.88,5.69,Millets,Gypsum + SSP
Laterite,31.62,5.73,104.83,0.34,4.84,Tea,Organic Mix
Laterite,27.51,4.55,104.62,0.74,5.74,Cashew,Organic Compost
Red,59.16,14.75,159.56,0.91,6.05,Maize,SSP + Urea
Laterite,12.55,11.52,85.57,0.3,4.42,Tea,Organic Mix
Alluvial,60.59,40.71,221.2,0.84,6.97,Rice,Urea + MOP
Black,28.13,9.15,296.4,1.98,6.92,Cotton,NPK 20:20:0
Black,36.84,22.06,313.15,1.21,8.23,Cotton,Potash + Urea
Laterite,20.57,6.7,113.53,0.7,5.26,Rubber,Organic Compost
Red,33.17,9.58,152.54,0.79,6.16,Millets,Gypsum + SSP
Alluvial,83.62,30.54,203.3,0.79,7.23,Rice,Urea + DAP
Alluvial,86.12,33.65,173.15,1.07,6.59,Sugarcane,NPK 10:26:26
Red,52.36,10.91,122.73,0.42,6.17,Millets,Gypsum + SSP
Laterite,27.12,10.56,118.35,0.4,4.6,Cashew,Organic Mix
Black,21.59,22.2,305.96,1.74,7.02,Pulses,NPK 20:20:0
Black,30.32,14.78,276.77,1.54,7.61,Pulses,NPK 20:20:0
Laterite,19.9,5.4,127.03,0.64,4.59,Cashew,Organic Mix
Alluvial,85.68,29.58,195.43,1.27,7.25,Maize,Urea + MOP
Red,52.87,13.0,159.61,0.83,6.11,Groundnut,SSP + Urea
Red,32.16,16.75,121.85,0.8,6.18,Maize,SSP + Urea
Laterite,24.95,6.91,96.19,0.62,5.8,Rubber,Organic Compost
Laterite,24.05,9.25,104.36,0.35,4.85,Cashew,Organic Compost
Red,48.55,10.27,117.44,0.77,5.97,Millets,SSP + Urea
Red,59.54,13.36,118.01,0.86,5.94,Millets,SSP + Urea
Black,18.72,13.6,276.27,2.11,7.85,Pulses,NPK 20:20:0
Alluvial,54.02,27.59,211.37,1.26,7.43,Maize,Urea + DAP
Red,50.51,15.78,127.92,0.84,6.3,Maize,SSP + Urea
Red,35.68,11.53,144.39,0.57,6.11,Millets,Gypsum + SSP
Laterite,12.49,10.62,106.55,0.51,5.78,Rubber,Organic Compost
Red,52.5,8.23,170.64,0.79,6.06,Groundnut,Gypsum + SSP
Black,28.09,20.63,295.19,2.01,8.42,Cotton,Potash + Urea
Alluvial,72.04,22.62,173.75,0.93,7.2,Sugarcane,Urea + MOP
Laterite,32.6,9.97,122.34,0.37,5.12,Tea,Organic Mix
Red,56.0,11.25,126.59,0.63,5.71,Groundnut,SSP + Urea
Red,45.4,17.23,138.66,0.87,6.42,Millets,SSP + Urea
Black,24.06,13.84,277.17,2.17,7.83,Cotton,NPK 20:20:0
Red,55.68,11.06,167.18,0.79,6.44,Groundnut,Gypsum + SSP
Red,39.58,17.72,115.81,0.77,6.02,Millets,SSP + Urea
Laterite,32.84,12.24,106.54,0.61,4.47,Rubber,Organic Compost
Laterite,33.73,8.44,100.9,0.37,4.78,Rubber,Organic Mix
Black,37.73,21.11,263.22,1.45,8.0,Cotton,NPK 20:20:0
Laterite,30.19,8.32,100.56,0.63,4.9,Rubber,Organic Compost
Black,28.7,11.64,267.65,1.29,8.4,Soybean,NPK 20:20:0
Laterite,24.97,8.12,75.99,0.47,4.9,Tea,Organic Compost
Laterite,32.73,9.31,90.75,0.7,5.53,Tea,Organic Mix
Alluvial,81.52,21.86,176.78,1.31,7.46,Maize,Urea + MOP
Alluvial,60.95,39.81,198.27,1.23,6.88,Rice,NPK 10:26:26
Red,31.47,16.97,137.13,0.56,6.24,Groundnut,SSP + Urea
Red,32.74,10.37,121.72,0.61,5.83,Maize,Gypsum + SSP
Laterite,31.15,11.74,125.5,0.46,5.79,Rubber,Organic Mix
Laterite,19.18,5.75,105.13,0.5,4.58,Cashew,Organic Mix
Red,33.07,13.93,122.24,0.62,6.39,Groundnut,Gypsum + SSP
Black,26.12,21.84,251.94,2.16,7.33,Pulses,NPK 20:20:0
Alluvial,53.21,34.86,170.88,0.91,6.61,Wheat,Urea + DAP
Black,41.51,11.24,286.5,1.88,8.36,Pulses,Potash + Urea
Red,40.57,14.05,162.0,0.88,6.04,Groundnut,Gypsum + SSP
Red,61.17,12.97,163.11,0.59,5.87,Maize,SSP + Urea
Red,38.03,14.38,158.3,0.55,6.37,Maize,Gypsum + SSP
Laterite,15.38,10.3,117.72,0.61,4.8,Tea,Organic Mix
Red,46.28,13.57,135.21,0.51,6.21,Groundnut,SSP + Urea
Alluvial,76.31,34.11,176.69,1.3,6.91,Maize,Urea + MOP
Red,34.2,14.41,125.8,0.85,6.29,Maize,SSP + Urea
Black,26.21,11.78,313.67,1.52,7.2,Soybean,Potash + Urea
Laterite,30.55,9.45,95.16,0.66,5.57,Cashew,Organic Mix
Alluvial,67.14,28.5,151.42,1.34,6.65,Sugarcane,Urea + MOP
Red,53.37,17.41,123.19,0.67,5.64,Groundnut,SSP + Urea
Red,52.61,10.92,160.48,0.65,5.83,Millets,SSP + Urea
Black,40.32,15.73,243.47,1.18,7.46,Pulses,NPK 20:20:0
Alluvial,79.15,39.03,170.55,1.24,7.04,Sugarcane,Urea + DAP
Red,55.69,8.15,145.77,0.68,6.18,Groundnut,SSP + Urea
Black,33.97,18.77,264.74,2.04,8.24,Pulses,Potash + Urea
Alluvial,81.7,34.54,201.67,1.04,6.77,Wheat,Urea + MOP
Red,33.24,15.14,117.78,0.63,6.21,Groundnut,Gypsum + SSP
Red,28.29,12.99,126.7,0.51,5.69,Maize,SSP + Urea
Red,45.15,15.57,143.88,0.56,6.04,Millets,SSP + Urea
Laterite,35.97,8.72,112.92,0.35,5.3,Tea,Organic Mix
Alluvial,77.53,28.41,204.9,0.98,6.52,Sugarcane,Urea + MOP
Alluvial,79.68,38.94,191.77,1.35,6.58,Maize,Urea + DAP
Red,61.93,18.74,152.07,0.8,5.57,Groundnut,SSP + Urea
Black,41.75,16.98,253.78,1.18,8.53,Pulses,NPK 20:20:0
Red,48.19,9.79,131.49,0.59,5.85,Millets,SSP + Urea
Red,58.6,10.37,135.1,0.54,6.12,Groundnut,SSP + Urea
Laterite,12.68,6.76,86.89,0.57,5.02,Rubber,Organic Mix
Laterite,10.46,6.92,85.39,0.68,4.84,Rubber,Organic Compost
Alluvial,89.89,29.2,168.01,1.06,7.08,Sugarcane,Urea + DAP
Red,32.93,9.88,101.64,0.61,6.33,Maize,SSP + Urea
Laterite,15.84,6.36,135.68,0.57,4.91,Rubber,Organic Compost
Alluvial,78.71,36.59,164.92,1.27,7.44,Rice,Urea + DAP
Black,40.84,18.52,290.4,1.49,7.19,Cotton,NPK 20:20:0
Laterite,28.83,7.54,130.5,0.44,4.85,Rubber,Organic Compost
Red,44.56,9.6,169.0,0.37,5.75,Maize,SSP + Urea
Alluvial,64.46,34.67,198.17,1.15,6.82,Maize,Urea + MOP
Alluvial,54.48,32.9,153.01,1.17,6.78,Sugarcane,Urea + DAP
Black,44.34,20.92,252.78,2.25,7.95,Soybean,NPK 20:20:0
Alluvial,61.47,30.68,153.36,1.08,7.65,Rice,NPK 10:26:26
Laterite,19.76,7.23,94.51,0.5,5.2,Tea,Organic Compost
Black,33.4,24.58,275.35,1.37,8.0,Pulses,Potash + Urea
Black,39.46,23.46,328.9,1.78,8.57,Pulses,NPK 20:20:0
Laterite,34.8,4.76,79.52,0.41,5.52,Cashew,Organic Mix
Alluvial,66.72,31.67,169.05,1.3,6.8,Maize,NPK 10:26:26
Alluvial,83.53,18.63,206.91,0.93,7.63,Wheat,Urea + MOP
Alluvial,77.29,27.03,190.03,0.83,6.63,Maize,Urea + MOP
